Meter_Id,Meter_Id(prefix removed),Cleaned_Date,Weekday,Weekday(number),Week_Number,Region_Code,District,Dwelling_Type,Labeled_Dwelling_type,Num_Occupants,House_Area (sqft),Appliance_Score,Appliance_Score_Grouped,Connected_Load(kw),Load_category(labeled),Temperature_C,Temparature_category,Humidity (%),Cleaned_Expected_Energy(kwh),Cleaned_Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Pattern_Usage,,,
IN-KL-ELC-21680006,21680006,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Independent House,0,6,1352,17,High,2.52,1,24.97,<25,82.94,16.31,26.84,64.55%,16.43,1,1,,,
IN-KL-ELC-55788629,55788629,1/11/2023,Wednesday,4,2,IN_KL_ERN,Ernakulam,Apartment,2,5,1166,15,Medium,7.36,3,23.85,<25,58.65,17.68,19.14,8.26%,16.61,0,1,,,
IN-KL-ELC-63597471,63597471,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Independent House,0,2,2460,13,Medium,6.73,3,27.63,25-30,82.43,14.46,13.19,-8.78%,17.83,0,0,,,
IN-KL-ELC-16312174,16312174,1/13/2023,Friday,6,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,453,19,High,3.77,2,32.08,>30,72.88,17.61,16.79,-4.66%,17.26,0,1,,,
IN-KL-ELC-79615917,79615917,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Independent House,0,6,612,8,Low,6.32,3,35.63,>30,63.37,18.81,17.11,-9.04%,17.83,0,0,,,
IN-KL-ELC-75763311,75763311,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,2736,10,Low,7.84,3,32.98,>30,70.77,15.44,26.67,72.72%,16.02,1,1,,,
IN-KL-ELC-68639880,68639880,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,1871,17,High,6.97,3,33.66,>30,54.57,19.81,20.25,2.22%,16.89,0,1,,,
IN-KL-ELC-72588770,72588770,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Independent House,0,6,460,7,Low,5.20,3,30.71,>30,48.97,16.32,18.63,14.15%,17.83,0,1,,,
IN-KL-ELC-48945390,48945390,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Independent House,0,2,2034,13,Medium,6.02,3,25.98,25-30,51.53,13.59,12.55,-7.65%,16.43,0,0,,,
IN-KL-ELC-68820657,68820657,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,4,833,6,Low,4.72,2,33.45,>30,55.79,13.93,15.09,8.33%,16.43,0,0,,,
IN-KL-ELC-48945390,48945390,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Independent House,0,2,2034,13,Medium,6.02,3,25.13,25-30,47.6,13.41,0.00,-100.00%,16.43,1,0,,,
IN-KL-ELC-57340243,57340243,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Independent House,0,6,823,7,Low,5.16,3,28.55,25-30,58.59,15.77,17.37,10.15%,16.43,0,0,,,
IN-KL-ELC-44179469,44179469,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,1,716,21,High,7.50,3,27.56,25-30,62.91,16.64,16.93,1.74%,16.61,0,1,,,
IN-KL-ELC-39176775,39176775,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Independent House,0,6,2654,12,Medium,2.98,1,33.23,>30,79.74,17.02,26.08,53.23%,16.43,1,1,,,
IN-KL-ELC-22704224,22704224,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,476,16,High,3.31,2,34.24,>30,67.79,15.51,26.17,68.73%,17.26,1,1,,,
IN-KL-ELC-22833202,22833202,1/16/2023,Monday,2,3,IN_KL_ALP,Alappuzha,Independent House,0,1,743,9,Low,6.97,3,32.29,>30,84.31,13.11,13.35,1.83%,17.83,0,1,,,
IN-KL-ELC-83561788,83561788,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2229,16,High,7.43,3,31.72,>30,55.56,18.13,19.15,5.63%,17.26,0,1,,,
IN-KL-ELC-20492608,20492608,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Villa,1,4,922,20,High,3.09,2,29.97,25-30,61.12,16.91,16.84,-0.41%,16.28,0,0,,,
IN-KL-ELC-36393561,36393561,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Apartment,2,3,908,6,Low,5.67,3,33.65,>30,70.54,13.56,12.62,-6.93%,16.61,0,0,,,
IN-KL-ELC-46022951,46022951,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Apartment,2,3,2697,19,High,4.93,2,23.92,<25,65.78,15.31,0.00,-100.00%,16.47,1,0,,,
IN-KL-ELC-70260372,70260372,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,5,1054,8,Low,4.03,2,28.71,25-30,69.85,14.24,15.76,10.67%,16.43,0,0,,,
IN-KL-ELC-90250627,90250627,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2147,9,Low,3.54,2,28.40,25-30,77.37,16.89,11.74,-30.49%,16.89,1,0,,,
IN-KL-ELC-93959968,93959968,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2044,21,High,3.70,2,30.84,>30,69.87,20.17,19.44,-3.62%,16.89,0,1,,,
IN-KL-ELC-63901775,63901775,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,583,9,Low,3.65,2,34.32,>30,57.35,16.70,33.37,99.80%,16.02,1,1,,,
IN-KL-ELC-77385755,77385755,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,484,19,High,6.29,3,28.05,25-30,80.81,18.41,17.88,-2.88%,17.26,0,1,,,
IN-KL-ELC-96877514,96877514,1/11/2023,Wednesday,4,2,IN_KL_ALP,Alappuzha,Apartment,2,5,1477,8,Low,3.54,2,30.03,>30,60.6,14.16,13.36,-5.65%,16.47,0,0,,,
IN-KL-ELC-96877514,96877514,1/22/2023,Sunday,1,4,IN_KL_ALP,Alappuzha,Apartment,2,5,1477,8,Low,3.54,2,26.97,25-30,69.48,13.51,13.10,-3.03%,16.47,0,0,,,
IN-KL-ELC-70410608,70410608,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2108,18,High,4.47,2,31.82,>30,79.02,16.89,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-34699748,34699748,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Independent House,0,1,2168,13,Medium,4.28,2,30.55,>30,50.86,12.16,16.55,36.10%,16.43,1,1,,,
IN-KL-ELC-63187488,63187488,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Villa,1,2,1907,20,High,5.23,3,30.10,>30,48.78,16.35,21.09,28.98%,16.28,1,0,,,
IN-KL-ELC-50932588,50932588,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,6,578,10,Low,7.84,3,30.00,25-30,76.51,19.18,31.88,66.22%,16.61,1,1,,,
IN-KL-ELC-19637600,19637600,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1833,10,Low,6.97,3,34.36,>30,62.62,17.39,18.14,4.31%,16.02,0,0,,,
IN-KL-ELC-67819755,67819755,1/12/2023,Thursday,5,2,IN_KL_ERN,Ernakulam,Villa,1,5,2073,12,Medium,4.88,2,25.69,25-30,75.68,15.49,18.01,16.27%,16.28,0,0,,,
IN-KL-ELC-66694772,66694772,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1962,14,Medium,6.90,3,33.16,>30,78.04,15.06,14.62,-2.92%,16.89,0,1,,,
IN-KL-ELC-82309447,82309447,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Independent House,0,6,2795,15,Medium,7.46,3,31.58,>30,61.65,21.13,20.21,-4.35%,16.43,0,0,,,
IN-KL-ELC-13794510,13794510,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,32.45,>30,45.68,19.91,32.73,64.40%,16.89,1,1,,,
IN-KL-ELC-63597471,63597471,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,2,2460,13,Medium,6.73,3,31.54,>30,58.8,15.34,16.46,7.30%,17.83,0,1,,,
IN-KL-ELC-42948810,42948810,1/19/2023,Thursday,5,3,IN_KL_ERN,Ernakulam,Independent House,0,1,1254,16,High,5.82,3,24.21,<25,80.91,13.03,18.73,43.76%,16.43,1,1,,,
IN-KL-ELC-91609437,91609437,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,6,1529,6,Low,3.62,2,30.29,>30,59.48,14.68,13.56,-7.63%,17.26,0,0,,,
IN-KL-ELC-90250627,90250627,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2147,9,Low,3.54,2,30.67,>30,78.72,13.54,12.66,-6.50%,16.89,0,0,,,
IN-KL-ELC-32146342,32146342,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1080,18,High,3.74,2,30.60,>30,51.61,17.97,27.22,51.48%,17.26,1,1,,,
IN-KL-ELC-19440794,19440794,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Independent House,0,2,1172,14,Medium,7.09,3,30.64,>30,60.75,15.77,13.59,-13.82%,17.83,0,0,,,
IN-KL-ELC-66129276,66129276,1/6/2023,Friday,6,1,IN_KL_ALP,Alappuzha,Apartment,2,3,2673,21,High,6.26,3,29.58,25-30,56.75,16.47,19.96,21.19%,16.47,0,0,,,
IN-KL-ELC-83946125,83946125,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,5,1001,17,High,2.84,1,34.87,>30,57.8,18.01,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-83633639,83633639,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1490,9,Low,2.88,1,32.36,>30,67.62,13.37,12.23,-8.53%,16.02,0,0,,,
IN-KL-ELC-68897751,68897751,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,2084,17,High,4.30,2,28.47,25-30,62.97,17.47,21.14,20.99%,17.26,1,1,,,
IN-KL-ELC-34698377,34698377,1/3/2023,Tuesday,3,1,IN_KL_ERN,Ernakulam,Independent House,0,3,1330,18,High,3.19,2,30.29,>30,82.77,15.26,15.46,1.31%,16.43,0,0,,,
IN-KL-ELC-60935907,60935907,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1823,20,High,3.54,2,25.60,25-30,68,14.06,19.69,40.05%,17.26,1,1,,,
IN-KL-ELC-82593211,82593211,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2185,18,High,3.67,2,30.12,>30,82.19,18.89,18.06,-4.39%,16.89,0,1,,,
IN-KL-ELC-98073455,98073455,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Villa,1,5,2552,12,Medium,4.45,2,32.50,>30,61.62,16.85,15.67,-7.00%,16.28,0,0,,,
IN-KL-ELC-11995462,11995462,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Apartment,2,3,1094,12,Medium,5.16,3,27.97,25-30,51.26,14.13,14.55,2.97%,16.61,0,1,,,
IN-KL-ELC-24470126,24470126,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1902,19,High,7.82,3,32.53,>30,48.57,19.74,19.30,-2.23%,17.26,0,1,,,
IN-KL-ELC-65873763,65873763,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,3,513,9,Low,5.83,3,32.26,>30,48.2,14.50,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-60604864,60604864,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Villa,1,4,2704,21,High,2.64,1,35.34,>30,67.2,18.29,24.00,31.20%,16.28,1,1,,,
IN-KL-ELC-31013601,31013601,1/26/2023,Thursday,5,4,IN_KL_TVM,Thiruvananthapuram,Villa,1,6,1638,16,High,4.77,2,31.22,>30,75.08,19.33,17.26,-10.71%,16.02,0,0,,,
IN-KL-ELC-29132357,29132357,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2362,15,Medium,3.45,2,32.25,>30,66.97,18.23,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-39037024,39037024,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,2065,18,High,3.32,2,27.96,25-30,81.77,13.76,13.01,-5.45%,16.02,0,0,,,
IN-KL-ELC-39037024,39037024,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,2065,18,High,3.32,2,26.20,25-30,59.32,13.38,13.78,2.99%,16.02,0,0,,,
IN-KL-ELC-60884000,60884000,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Villa,1,2,2588,18,High,4.43,2,26.96,25-30,67.36,14.34,11.79,-17.78%,16.28,0,0,,,
IN-KL-ELC-74974591,74974591,1/23/2023,Monday,2,4,IN_KL_ERN,Ernakulam,Apartment,2,6,1762,6,Low,7.17,3,37.04,>30,73.76,19.10,32.10,68.07%,16.61,1,1,,,
IN-KL-ELC-39477221,39477221,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,4,503,21,High,7.72,3,32.09,>30,64.76,21.39,34.04,59.14%,16.61,1,1,,,
IN-KL-ELC-55638606,55638606,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Villa,1,6,463,9,Low,3.28,2,26.13,25-30,62.04,14.52,16.01,10.26%,16.28,0,0,,,
IN-KL-ELC-34699748,34699748,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Independent House,0,1,2168,13,Medium,4.28,2,29.14,25-30,50.87,11.90,12.18,2.35%,16.43,0,0,,,
IN-KL-ELC-56502038,56502038,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Apartment,2,5,2182,20,High,3.09,2,26.33,25-30,70.37,17.03,18.50,8.63%,16.47,0,0,,,
IN-KL-ELC-29961688,29961688,1/12/2023,Thursday,5,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,810,21,High,5.07,3,22.81,<25,60.98,15.75,14.84,-5.78%,17.26,0,0,,,
IN-KL-ELC-89330274,89330274,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Independent House,0,2,2501,18,High,6.94,3,22.49,<25,76.71,15.00,20.92,39.46%,16.43,1,1,,,
IN-KL-ELC-86565454,86565454,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,1513,20,High,7.66,3,30.34,>30,73.67,20.45,29.37,43.63%,16.89,1,1,,,
IN-KL-ELC-96573799,96573799,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Villa,1,4,578,19,High,4.50,2,37.33,>30,55.26,19.56,19.54,-0.10%,16.28,0,0,,,
IN-KL-ELC-77385755,77385755,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,484,19,High,6.29,3,25.66,25-30,67.39,17.73,17.05,-3.84%,17.26,0,1,,,
IN-KL-ELC-57963776,57963776,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Apartment,2,5,1156,8,Low,4.59,2,25.62,25-30,47.95,13.96,12.90,-7.59%,16.61,0,0,,,
IN-KL-ELC-34712069,34712069,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Apartment,2,4,2523,21,High,2.53,1,29.15,25-30,49.03,16.63,17.67,6.25%,16.47,0,0,,,
IN-KL-ELC-28357262,28357262,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Independent House,0,4,821,17,High,6.91,3,31.35,>30,63.96,19.11,33.24,73.95%,16.43,1,1,,,
IN-KL-ELC-23402388,23402388,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2441,21,High,6.64,3,32.13,>30,46.73,20.57,19.99,-2.82%,16.89,0,1,,,
IN-KL-ELC-69251424,69251424,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,5,1037,16,High,4.19,2,30.92,>30,69.04,17.68,17.33,-1.98%,16.47,0,0,,,
IN-KL-ELC-97733707,97733707,1/6/2023,Friday,6,1,IN_KL_ALP,Alappuzha,Apartment,2,3,2652,20,High,5.31,3,35.95,>30,75.22,19.04,19.42,2.00%,16.47,0,0,,,
IN-KL-ELC-27671813,27671813,1/12/2023,Thursday,5,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2623,6,Low,3.37,2,35.97,>30,82.86,9.73,9.70,-0.31%,16.89,1,1,,,
IN-KL-ELC-31401160,31401160,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Independent House,0,2,1915,16,High,6.81,3,32.76,>30,56.35,16.43,16.90,2.86%,16.43,0,0,,,
IN-KL-ELC-27671813,27671813,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2623,6,Low,3.37,2,29.11,25-30,79.23,8.81,10.10,14.63%,16.89,1,1,,,
IN-KL-ELC-36527734,36527734,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Apartment,2,1,769,16,High,3.76,2,23.92,<25,68.44,11.56,13.49,16.72%,16.47,0,0,,,
IN-KL-ELC-50138855,50138855,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Apartment,2,2,1651,7,Low,6.12,3,31.57,>30,60.09,12.73,12.49,-1.89%,16.47,0,0,,,
IN-KL-ELC-54399325,54399325,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Independent House,0,3,906,7,Low,7.79,3,30.91,>30,65.94,14.99,21.37,42.54%,16.43,1,1,,,
IN-KL-ELC-35880395,35880395,1/20/2023,Friday,6,3,IN_KL_ALP,Alappuzha,Apartment,2,6,2566,16,High,3.85,2,26.79,25-30,62.9,16.47,23.67,43.75%,16.47,1,1,,,
IN-KL-ELC-24569037,24569037,1/19/2023,Thursday,5,3,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,29.12,25-30,61.52,14.33,13.54,-5.51%,16.28,0,0,,,
IN-KL-ELC-55029458,55029458,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,1,2364,16,High,7.53,3,25.04,25-30,68.82,14.39,14.32,-0.49%,16.47,0,0,,,
IN-KL-ELC-22833202,22833202,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Independent House,0,1,743,9,Low,6.97,3,26.32,25-30,74.07,11.98,12.45,3.92%,17.83,1,1,,,
IN-KL-ELC-32146342,32146342,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1080,18,High,3.74,2,34.27,>30,52.64,18.95,30.35,60.17%,17.26,1,1,,,
IN-KL-ELC-82741791,82741791,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,3,1297,9,Low,7.49,3,23.27,<25,50.53,13.73,13.66,-0.51%,16.43,0,0,,,
IN-KL-ELC-18533227,18533227,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2790,21,High,4.08,2,31.98,>30,82.52,18.54,19.93,7.50%,17.26,0,1,,,
IN-KL-ELC-94272884,94272884,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,1,896,21,High,5.61,3,36.63,>30,56.03,17.43,16.69,-4.25%,16.47,0,0,,,
IN-KL-ELC-98944256,98944256,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Apartment,2,2,658,8,Low,2.64,1,28.75,25-30,45.44,9.99,9.92,-0.70%,16.61,1,1,,,
IN-KL-ELC-53791402,53791402,1/23/2023,Monday,2,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1634,10,Low,6.35,3,26.88,25-30,54.47,14.07,12.00,-14.71%,17.26,1,0,,,
IN-KL-ELC-47405775,47405775,1/19/2023,Thursday,5,3,IN_KL_ERN,Ernakulam,Apartment,2,2,1840,6,Low,4.40,2,20.21,<25,81.38,9.21,8.97,-2.61%,16.61,1,1,,,
IN-KL-ELC-44179469,44179469,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Apartment,2,1,716,21,High,7.50,3,31.57,>30,83.62,17.68,29.08,64.49%,16.61,1,1,,,
IN-KL-ELC-48120838,48120838,1/29/2023,Sunday,1,5,IN_KL_ALP,Alappuzha,Independent House,0,3,2244,12,Medium,4.62,2,26.25,25-30,80.3,13.37,13.77,2.99%,17.83,0,1,,,
IN-KL-ELC-34699748,34699748,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Independent House,0,1,2168,13,Medium,4.28,2,28.98,25-30,84.04,11.87,11.60,-2.27%,16.43,0,0,,,
IN-KL-ELC-58847825,58847825,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Apartment,2,1,1280,11,Medium,6.44,3,33.48,>30,67.05,13.66,19.46,42.47%,16.61,1,1,,,
IN-KL-ELC-66694772,66694772,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1962,14,Medium,6.90,3,25.86,25-30,55.01,13.48,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-24569037,24569037,1/20/2023,Friday,6,3,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,31.02,>30,56.58,14.74,19.49,32.22%,16.28,1,1,,,
IN-KL-ELC-58776490,58776490,1/15/2023,Sunday,1,3,IN_KL_ALP,Alappuzha,Apartment,2,1,679,14,Medium,7.14,3,30.52,>30,55.06,16.47,13.96,-15.24%,16.47,0,0,,,
IN-KL-ELC-51224449,51224449,1/24/2023,Tuesday,3,4,IN_KL_ALP,Alappuzha,Independent House,0,5,950,20,High,6.09,3,23.87,<25,55.62,18.40,17.66,-4.02%,17.83,0,1,,,
IN-KL-ELC-46470083,46470083,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2202,12,Medium,3.44,2,32.40,>30,80.01,12.62,14.38,13.95%,16.89,0,1,,,
IN-KL-ELC-15833790,15833790,1/16/2023,Monday,2,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2209,11,Medium,4.97,2,28.86,25-30,77,14.92,21.29,42.66%,16.89,1,1,,,
IN-KL-ELC-86829181,86829181,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,977,15,Medium,3.88,2,32.72,>30,55.4,15.26,15.17,-0.59%,17.26,0,1,,,
IN-KL-ELC-44179469,44179469,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Apartment,2,1,716,21,High,7.50,3,28.06,25-30,82.38,16.77,16.12,-3.88%,16.61,0,1,,,
IN-KL-ELC-39857022,39857022,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,6,788,6,Low,3.92,2,32.20,>30,45.07,15.33,14.44,-5.81%,17.83,0,0,,,
IN-KL-ELC-77037468,77037468,1/19/2023,Thursday,5,3,IN_KL_ALP,Alappuzha,Villa,1,1,1609,21,High,7.40,3,34.51,>30,46.61,18.36,17.88,-2.61%,16.26,0,0,,,
IN-KL-ELC-13024599,13024599,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2725,6,Low,6.08,3,28.07,25-30,67.46,15.98,15.02,-6.01%,16.89,0,0,,,
IN-KL-ELC-73630255,73630255,1/24/2023,Tuesday,3,4,IN_KL_ALP,Alappuzha,Villa,1,1,1963,6,Low,3.38,2,22.47,<25,57.61,7.93,7.03,-11.35%,16.26,1,0,,,
IN-KL-ELC-77157976,77157976,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Villa,1,1,796,13,Medium,6.45,3,27.73,25-30,72.43,13.22,12.28,-7.11%,16.26,0,0,,,
IN-KL-ELC-36789255,36789255,1/23/2023,Monday,2,4,IN_KL_ERN,Ernakulam,Independent House,0,1,1818,15,Medium,3.90,2,28.76,25-30,76.53,12.24,20.40,66.64%,16.43,1,1,,,
IN-KL-ELC-83374719,83374719,1/18/2023,Wednesday,4,3,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,1660,21,High,2.97,1,33.65,>30,73.32,18.12,24.35,34.39%,17.26,1,1,,,
IN-KL-ELC-25353404,25353404,1/26/2023,Thursday,5,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,922,12,Medium,5.88,3,35.03,>30,60.1,13.88,15.91,14.63%,16.89,0,1,,,
IN-KL-ELC-50932588,50932588,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Apartment,2,6,578,10,Low,7.84,3,30.87,>30,59.09,19.43,30.93,59.21%,16.61,1,1,,,
IN-KL-ELC-90825900,90825900,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Independent House,0,3,2379,14,Medium,4.54,2,29.94,25-30,72.9,14.79,14.58,-1.42%,17.83,0,1,,,
IN-KL-ELC-93423120,93423120,1/30/2023,Monday,2,5,IN_KL_ERN,Ernakulam,Villa,1,6,1116,16,High,5.71,3,20.91,<25,84.74,17.00,17.71,4.18%,16.28,0,0,,,
IN-KL-ELC-61826522,61826522,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Independent House,0,1,1393,21,High,6.70,3,34.24,>30,83.49,17.73,19.46,9.76%,17.83,0,1,,,
IN-KL-ELC-56502038,56502038,1/9/2023,Monday,2,2,IN_KL_ALP,Alappuzha,Apartment,2,5,2182,20,High,3.09,2,26.15,25-30,77.33,16.98,26.66,56.98%,16.47,1,1,,,
IN-KL-ELC-95384842,95384842,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,3,992,13,Medium,7.19,3,28.13,25-30,57.88,15.98,17.89,11.95%,16.89,0,1,,,
IN-KL-ELC-38968944,38968944,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Apartment,2,6,2655,20,High,2.52,1,33.63,>30,51.46,19.71,26.58,34.88%,16.61,1,1,,,
IN-KL-ELC-90825900,90825900,1/27/2023,Friday,6,4,IN_KL_ALP,Alappuzha,Independent House,0,3,2379,14,Medium,4.54,2,25.93,25-30,46.65,13.90,12.52,-9.93%,17.83,1,0,,,
IN-KL-ELC-57335079,57335079,1/19/2023,Thursday,5,3,IN_KL_ALP,Alappuzha,Independent House,0,6,2319,18,High,4.08,2,29.97,25-30,71.69,19.15,20.78,8.51%,17.83,0,1,,,
IN-KL-ELC-91609437,91609437,1/25/2023,Wednesday,4,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,6,1529,6,Low,3.62,2,28.63,25-30,72.02,14.31,23.55,64.59%,17.26,1,1,,,
IN-KL-ELC-15833790,15833790,1/8/2023,Sunday,1,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2209,11,Medium,4.97,2,27.26,25-30,74.57,14.55,14.87,2.20%,16.89,0,1,,,
IN-KL-ELC-88053158,88053158,1/26/2023,Thursday,5,4,IN_KL_ALP,Alappuzha,Apartment,2,5,1052,7,Low,5.22,3,27.17,25-30,81.58,14.43,14.43,0.00%,16.47,0,0,,,
